Name;Price;Ingredients;Photo URL;
Hollywood Hair;139;WATER, CETEARYL ALCOHOL STEARTRIMONIUM CHLORIDE STEARYL ALCOHOL, BEHENTRIMONIUM CHLORIDE, DIMETHICONE, PANTHENOL HYDROXYETHYLCELLULOSE ARGANIA SPINOSA KERNEL OIL, PARFUM PHENOXYETHANOL;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw095a8d48/images/hi-res/75746535_Szampon_Arganowy_400_ml_1_5543463_MP_p.png?sw=600&sh=600&sm=fit;
Londa Professional Impresive Volume;41.89;woda, laurylosiarczan sodu, laurylosiarczan sodu, chlorek sodu, ksylenosulfonian sodu, kokamidopropylobetaina, cytrynian sodu, benzoesan sodu, kwas cytrynowy, perfumy, kwas salicylowy, tetrasodium EDTA, metyloparaben, hydroksypropylometyloceluloza, jonon alfa-izometylowy, wyciąg z cymbopogon citratus, ekstrakt z kwiatu cereus grandiflorus ,liść / łodyga bambusa vulgaris, glikol propylenowy, heksylocynamon, fenoksyetanol, sorbinian potasu, propyloparaben, etyloparaben, butyloparaben;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw3e128908/images/hi-res/529701_szampon_do_wlosow_zwiekszajacy_objetosc_250_ml_1_8103646_j.jpg?sw=600&sh=600&sm=fit;
Coboté Coco Miracle;27.99;Aqua, Cocos Nucifera (Coconut) Oil, Sodium Cocoyl Isethionate, Aloe Barbadensis (Aloe Vera) Leaf Extract, Parfum (Natural Fragrance), Tocopherol (Vitamin E), Panthenol (Provitamin B5);https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw60c28613/images/hi-res/76543723_szampon_perfumowany_Mini_size_100_ml_1_5726849_MP_j.jpg?sw=600&sh=600&sm=fit;
Nioxin Instant Fullness;93.99;Alcohol Denat., Butane, Propane, Isobutane, Tapioca Starch, Water, Silica, Polymethylsilsesquioxane, Fragrance, Peppermint Oil, Menthol, Mentha Arvensis Leaf Oil, Benzyl Salicylate, Hexyl Cinnamon, Hydroxyisohexyl 3, Alpha-Isomethyl Ion;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw7c70c4d2/images/hi-res/46038694__suchy_szampon_do_wosow_180_ml_MP_62181638_j.jpg?sw=600&sh=600&sm=fit;
Lisap Milano Chroma Care;88.71;AQUA (WATER/EAU), COCAMIDOPROPYL BETAINE, COCO-GLUCOSIDE, DISODIUM LAURETH SULFOSUCCINATE, PEG-15 COCOPOLYAMINE, SODIUM LAURYL SULFOACETATE, COCAMIDOPROPYLAMINE OXIDE, CITRIC ACID, PROPYLENE GLYCOL, PEG-55 PROPYLENE GLYCOL OLEATE, BENZYL ALCOHOL, PHENOXYETHANOL, SODIUM CHLORIDE, STYRENE/ACRYLATES COPOLYMER, POTASSIUM SORBATE, LINALOOL, HEXYL CINNAMAL, LIMONENE, POLYQUATERNIUM-70, GLYCERIN, HELIANTHUS ANNUUS SEED EXTRACT (SUNFLOWER (HELIANTHUS ANNUUS) SEED EXTRACT), BUTYLENE GLYCOL, TOCOPHEROL, PEG-8, DIPROPYLENE GLYCOL, PEG-8/SMDI COPOLYMER, PALMITOYL MYRISTYL SERINATE, SODIUM POLYACRYLATE, PARFUM (FRAGRANCE).;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw6773bde4/images/hi-res/76246569_rewitalizujacy_szampon_do_wlosow_farbowanych_1000_ml_1_6217425_MP_p.png?sw=600&sh=600&sm=fit;
Londa Professional Deep Moisture ;71.34;aqua, sodium laureth sulfate, sodium lauryl sulfate, glycol distearate, sodium citrate, citric acid, cocamide mea, sodium xylenesulfonate, cocamidopropyl betaine, sodium benzoate, dimethicone, parfum, guar hydroxypropyltrimonium chloride, sodium chloride, salicylic acid, glycerin, tetrasodium edta, methylparaben, propylene glycol, linalool, hexyl cinnamal, citronellol, limonene, mangifera indica fruit extract, mel, magnesium nitrate, phenoxyethanol, methylchloroisothiazolinone, magnesium chloride, propylparaben, ethylparaben, methylisothiazolinone, butylparaben;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw4e173526/images/hi-res/62380186__nawilzajacy_szampon_do_wosow_1000_ml_MP_88079581_j.jpg?sw=600&sh=600&sm=fit;
Londa Professional Visible Repair;82.11;AquaSodium Laureth SulfateSodium Lauryl SulfateGlycol DistearateDimethiconeCocamide MeaCocamidopropyl BetaineParfumSodium benzoateGuar Hydroxypropyltrimonium ChlorideSodium ChlorideSalicylic AcidCitric AcidGlycerinTetrasodium EDTAMethylparabenSodium HydroxideHexyl cinnamalBenzyl SalicylateCitronellolLinaloolPrunus Amygdalus Dulcis OilHydrolyzed SilkMagnesium NitrateBHTPropylene GlycolBenzyl AlcoholAstragalus Gummifer GumMethylchloroisothiazolinoneMagnesium ChloridePotassium sorbateSodium CitrateMethylisothiazolinoneSodium Xylenesulfonate;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa8ee2871/images/hi-res/59563842__odbudowujacy_i_odzywiajacy_szampon_do_wosow_zniszczonych_1000_ml_MP_82698430_j.jpg?sw=600&sh=600&sm=fit;
Zielone Laboratorium;94.99;Aqua, Sodium Cocoamphoacetate, Cocamidopropyl Betaine, Glycerin, Lactic Acid, Rosmarinus Officinalis Extract, Equisetum Arvense Extract, Mentha Piperita Herb Extract, Pelargonium Graveolens Flower Oil, Lavandula Angustifolia Herb Oil, Rosmarinus Officinalis Leaf Oil, Eucalyptus Globulus Leaf Oil, Melaleuca Alternifolia Leaf Oil, Disodium Lauryl Sulfosuccinate, Phytic Acid, Sodium Hydroxide, Sodium Citrate, Xanthan Gum, Potassium Sorbate, Sodium Benzoate, D-Limonene, Linalool, Citronellol, Geraniol.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwfec8988b/images/hi-res/58271758_aromaterapeutyczny_szampon_do_wlosow_z_olejkami_eterycznymi_250_ml_1_9132282_MP_j.jpg?sw=600&sh=600&sm=fit;
Maanu Moisture Ritual;80.73;AQUA (WATER), SODIUM COCETH SULFATE, COCAMIDOPROPYL BETAINE, GLYCERIN, PARFUM (FRAGRANCE), SODIUM BENZOATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, POTASSIUM SORBATE, CITRIC ACID, POLYQUATERNIUM-7, POLYAMINO SUGAR CONDENSATE, ALOE BARBADEN- SIS LEAF JUICE, SODIUM HYALURONATE;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwa1801580/images/hi-res/54009381_szampon_nawilzajacy_do_wlosow_250_ml_1_MP_2326485_j.jpg?sw=600&sh=600&sm=fit;
Londa Professional Calm;46.89;Aqua/Water/Eau, Sodium Laureth Sulfate, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Citric Acid, Parfum/Fragrance, Panthenol, Cocamide MEA, Sodium Benzoate, Salicylic Acid, Sodium Chloride, Tetrasodium EDTA, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Methylparaben, Glycerin, Linoleamidopropyl PG-Dimonium Chloride Phosphate, Hexyl Cinnamal, Propylene Glycol, Benzyl Salicylate, Guar Hydroxypropyltrimonium Chloride, Linalool, Alpha-Isomethyl Ionone, Sclerocarya Birrea Seed Oil, Betaine, Tocopheryl Acetate, Sodium Citrate, Sodium Xylenesulfonate.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwc147cdf6/images/hi-res/529452_szampon_do_wlosow_250_ml_1_5433053_j.jpg?sw=600&sh=600&sm=fit;
Alterna Caviar Anti-Aging;178.89;AQUA/WATER/EAU, COCAMIDOPROPYL BETAINE, MAGNESIUM NITRATE, SODIUM METHYL 2-SULFOLAURATE, SODIUM METHYL COCOYL TAURATE, SODIUM CHLORIDE, ACRYLATES/VINYL NEODECANOATE CROSSPOLYMER, DISODIUM 2-SULFOLAURATE, GLYCERETH-26, PHENOXYETHANOL, PARFUM/FRAGRANCE, SILICONE QUATERNIUM-8, CETRIMONIUM CHLORIDE, LAURAMIDE MEA, SODIUM LAUROYL SARCOSINATE, VP/DMAPA ACRYLATES COPOLYMER, PANTHENOL, GLYCERIN, METHYLCHLOROISOTHIAZOLINONE, MAGNESIUM CHLORIDE, SILICONE QUATERNIUM-16, PEG-150 DISTEARATE, METHYLISOTHIAZOLINONE, CAMELLIA OLEIFERA SEED OIL, POLYSILICONE-15, DISODIUM EDTA, UNDECETH-11, BUTYLENE GLYCOL, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, BUTYLOCTANOL, UNDECETH-5, TETRASODIUM EDTA, CITRIC ACID, BENZALKONIUM CHLORIDE, ACETIC ACID, POTASSIUM SORBATE, ALARIA ESCULENTA EXTRACT, ISOPROPYL ALCOHOL, IODOPROPYNYL BUTYLCARBAMATE, ASCORBIC ACID, SUPEROXIDE DISMUTASE, PHOSPHOLIPIDS, HELIANTHUS ANNUUS SEED OIL, LINUM USITATISSIMUM SEED OIL, BUTYROSPERMUM PARKII BUTTER, CAVIAR EXTRACT, SACCHAROMYCES/MAGNESIUM FERMENT, MACROCYSTIS PYRIFERA EXTRACT, KERATIN, SACCHAROMYCES/COPPER FERMENT, SACCHAROMYCES/SILICONFERMENT,SACCHAROMYCES/ ZINC FERMENT, HYDROLYZED KERATIN, SACCHAROMYCES/ IRON FERMENT, BIOTIN, TOCOPHEROL;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw2a0e3747/images/hi-res/487514_delikatny_nawilzajacy_szampon_oczyszczajacy_i_poprawiajacy_kondycje_wlosow_zwiekszajacy_objetosc_250_ml_1_2482485_j.jpg?sw=600&sh=600&sm=fit;
Alterna Caviar Anti-Aging;178.89;AQUA/WATER/EAU, SODIUM C14-16 OLEFIN SULFONATE, COCAMIDOPROPYL BETAINE, PROPANEDIOL, SODIUM CHLORIDE, SODIUM METHYL COCOYL TAURATE, PEG-200 HYDROGENATED GLYCERYL PALMATE, PHENOXYETHANOL, ACRYLATES COPOLYMER, GLYCERIN, GLYCOL DISTEARATE, HYDROXYACETOPHENONE, SODIUM LAUROYL GLYCINATE, PARFUM/FRAGRANCE, PEG-7 GLYCERYL COCOATE, CITRIC ACID, COCOGLUCOSIDES HYDROXYPROPYLTRIMONIUM CHLORIDE, CETRIMONIUM CHLORIDE, HEXYL CINNAMAL, PEG-150 DISTEARATE, GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, POLYQUATERNIUM-7, SODIUM HYDROXIDE, LINALOOL, TRISODIUM ETHYLENEDIAMINE DISUCCINATE, LIMONENE, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, GERANIOL, SODIUM BENZOATE, DISODIUM EDTA, POTASSIUM SORBATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, COCOS NUCIFERA (COCONUT) OIL, HELIANTHUS ANNUUS (SUNFLOWER) SEED OIL, SUPEROXIDE DISMUTASE, TOCOPHERYL ACETATE, JOJOBA ESTERS, PASSIFLORA EDULIS SEED OIL, CAPRYLIC/CAPRIC TRIGLYCERIDE, ALARIA ESCULENTA EXTRACT, SACCHAROMYCES/COPPER FERMENT, SACCHAROMYCES/IRON FERMENT, SACCHAROMYCES/MAGNESIUM FERMENT, SACCHAROMYCES/SILICON FERMENT, SACCHAROMYCES/ZINC FERMENT, CAVIAR EXTRACT, LEUCONOSTOC/RADISH ROOT FERMENT FILTRATE, TOCOPHEROL;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe91d9240/images/hi-res/487509_szampon_do_wlosow_zniszczonych_250_ml_1_7037142_j.jpg?sw=600&sh=600&sm=fit;
Biacré Resorge Green Theraphy;58.89;Aqua (Water), Ammonium Lauryl Sulfate, Cocamidopropyl Betaine, Disodium Laureth Sulfosuccinate, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Vitis Vinifera (Grape) Leaf Extract, Camellia Sinensis Leaf Extract, Sodium Lauroyl Methyl Isethionate, Myristyl Lactate, Glycerin, Polyquaternium-10, Tetrasodium Glutamate, Diacetate, Citric Acid, Parfum (Fragrance), Phenoxyethanol, Caprylyl Glycol, Chlorphenesin, Hexyl Cinnamal.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw5792114b/images/hi-res/488623_szampon_do_wlosow_farbowanych_250_ml_2_6356945_j.jpg?sw=600&sh=600&sm=fit;
Schwarzkopf Professional BC Repair Rescue;102.9;Aqua (Water, Eau),Cocamidopropyl Betaine,Sodium Methyl Cocoyl Taurate,Coco-Glucoside,Sodium Chloride,Sodium Methyl 2-Sulfolaurate,PEG-120 Methyl Glucose Dioleate,Hydroxypropyl Guar Hydroxypropyltrimonium Chloride,Arginine,Soy Amino Acids,Wheat Amino Acids,Serine,Threonine,Arginine HCl,PEG-7 Glyceryl Cocoate,Caprylyl/Capryl Glucoside,Citric Acid,Parfum (Fragrance),Sodium Benzoate,PEG-40 Hydrogenated Castor Oil,Disodium 2-Sulfolaurate,Coconut Acid,Hydrogenated Castor Oil,Guar Hydroxypropyltrimonium Chloride,Sodium Sulfate,C12-18 Fatty Acids Methyl Esters,Linalool,Limonene,Propylene Glycol,Benzyl Alcohol,Sodium Hydroxide,Potassium Sorbate;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwc138a690/images/hi-res/45999495_szampon_regenerujacy_do_wlosow_1000_ml_1_MP_p.png?sw=600&sh=600&sm=fit;
Schwarzkopf Professional BlondMe Blonde Wonders;72.59;Aqua (Water, Eau), Alcohol denat., Butane, Distarch Phosphate, Cocamidopropyl Betaine, Pumice, Cetearyl Alcohol, Cetrimonium Chloride, PEG-40 Hydrogenated Castor Oil, Isobutane, Parfum (Fragrance), Sodium Chloride, Panthenol, Lanthanum Chloride, Lactic Acid, Hydrolyzed Silk, Butylene Glycol, Geraniol, Sericin, Limonene, Linalool, Potassium Sorbate, Methylparaben, Propylparaben;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw2558a817/images/hi-res/45999608_suchy_szampon_do_wlosow_blond_w_piance_300_ml_1_MP_p.png?sw=600&sh=600&sm=fit;
Purite;45;Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil, Coconut Milk, Ricinus Communis (Castor) Seed Oil, Sodium hydroxide, Aqua. Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Fruit Butter, Theobroma Cacao, Cera flava, Urtica dioica (Nettle Leaf) Extract, Lavandula angustifolia (lavender extract), Mentha Piperita Oil, Cymbopogon schoenanthus (Lemongrass) Oil, Curcuma longa, Titanium Dioxide, Mica (CI 77019), Titanium Dioxide (CI 77891), Iron Oxide (CI 77491);https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwb0294bfa/images/hi-res/58530470__szampon_do_wosow_w_kostce_140_g_MP_807830495_j.jpg?sw=600&sh=600&sm=fit;
Solfine;48.89;(WATER/EAU),SODIUM C14-16 OLEFIN SULFONATE,COCAMIDOPROPYL BETAINE,POLYQUATERNIUM-10,PANTHENOL,ETHOXYDIGLYCOL,PEG-40 HYDROGENATED CASTOR OIL,PROPYLENE GLYCOL,GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE,CREATINE,GLYCERIN,HYDROLYZED WHEAT PROTEIN,HYDROLYZED SOY PROTEIN,TRITICUM VULGARE GLUTEN (TRITICUM VULGARE (WHEAT) GLUTEN),TETRASODIUM EDTA,HYDROLYZED HYALURONIC ACID,SODIUM HYALURONATE,LACTIC ACID,SODIUM BENZOATE,ETHYLPARABEN,METHYLPARABEN,PROPYLPARABEN,IMIDAZOLIDINYL UREA,PHENOXYETHANOL ,SODIUM METHYLPARABEN,SODIUM DEHYDROACETATE,SORBIC ACID,POTASSIUM SORBATE,1,2-HEXANEDIOL,CAPRYLYL GLYCOL,PARFUM (FRAGRANCE),LINALOOL,LIMONENE,;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwec96a39d/images/hi-res/430084__szampon_do_wlosow_cienkich_FINE__350_ml__abc__1__reviewed__p.png?sw=600&sh=600&sm=fit;
Nanoil Keratin;57.17;Aqua, Sodium Laureth Sulfate, Disodium Cocoamphodiacetate, PEG-7 Glyceryl Cocoate, Sodium Chloride, Parfum, Cocamide MEA, PEG-40 Hydrogenated Castor Oil, Hydrolyzed Keratin, Citric Acid, Polyquaternium-10, DMDM Hydantoin, Cocodimonium Hydroxypropyl Hydrolyzed Keratin, Hydrolyzed Sericin, Methylchloroisothiazolinone, Methylisothiazolinone, CI 19140, Sodium Sulfate..;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwca9e5394/images/hi-res/50703550__micelarny_szampon_z_keratyna_300_ml_MP_68383571_j.jpg?sw=600&sh=600&sm=fit;
Noah Strengthening Care;39;Aqua [Water], Sodium coco-sulfate, Cocamidopropyl betaine, Lavandula angustifolia flower water [Lavandula angustifolia (Lavender) flower water], Phenoxyethanol, Myristyl lactate, Sodium chloride, Sodium olivamphoacetate, Eucalyptus globulus leaf oil, Decyl glucoside, Dicaprylyl ether, Rosmarinus officinalis oil [Rosmarinus officinalis (Rosemary) leaf oil], Benzoic acid, Citric acid, Tetrasodium glutamate diacetate, Glyceryl oleate, Lavandula angustifolia oil [Lavandula angustifolia (Lavender) oil], Dehydroacetic acid, Limonene, Linalool.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe11f8094/images/hi-res/51792959__szampon_wzmacniajacy_do_wosow_Lavender_250_ml_MP_69300327_j.jpg?sw=600&sh=600&sm=fit;
Schwarzkopf Professional Goodbye Yellow;88.99;Aqua (Water), Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Coco-Glucoside, Sodium Chloride, Sodium C14-16 Olefin, Sulfonate, PEG-120 Methyl Glucose, Dioleate, Sclerocarya Birrea Seed Oil, Panthenol, Polyquaternium-10, Parfum (Fragrance), PEG-7 Glyceryl Cocoate, Caprylyl/Capryl Glucoside, Citric Acid, Sodium Benzoate, PEG-40 Hydrogenated Castor Oil, Glycol Distearate, Coconut Acid, Laureth-4, Hydrogenated Castor Oil, Acid Violet 43, HC Blue No. 12, HC Blue No. 16, Lactic Acid, Propylene Glycol;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw931b1110/images/hi-res/56079911_szampon_neutralizujacy_zolte_odcienie_wlosow_blond_1000_ml_1_8501712_MP_p.png?sw=600&sh=600&sm=fit;
Payot Essentiel;154.98;AQUA (WATER) ● SODIUM LAUROYL METHYL ISETHIONATE ● LAURYL GLUCOSIDE ● COCAMIDOPROPYL BETAINE ● SODIUM METHYL COCOYL TAURATE ● PARFUM (FRAGRANCE) ● POGOSTEMON CABLIN LEAF/STEM EXTRACT ● SALVIA OFFICINALIS LEAF EXTRACT ● GLYCERIN ● ALPHA-GLUCAN OLIGOSACCHARIDE ● COCO-GLUCOSIDE ● GLYCERYL OLEATE ● TOCOPHEROL ● HYDROGENATED PALM GLYCERIDES CITRATE ● CITRIC ACID ● POLYQUATERNIUM-10 ● PHENETHYL ALCOHOL ● CHLORPHENESIN ● SODIUM BENZOATE ● POTASSIUM SORBATE;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw46fbe672/images/hi-res/62380115__szampon_do_wosow_280_ml_MP_88079464_j.jpg?sw=600&sh=600&sm=fit;
Lisap Milano Bond Saver;55.99;AQUA/WATER/EAU, COCAMIDOPROPYL BETAINE. COCO-GLUCOSIDE, COCAMIDOPROPYLAMINE OXIDE, PHENOXYETHA- NOL, CITRIC ACID, SODIUM C14-16 OLEFIN SULFONATE, ETHYLHEXYLGLYCERIN, GLYCOL DISTEARATE, STYRENE/ACRYLATES COPOLYMER, SODIUM CHLORIDE, HYDROLYZED VEGETABLE PROTEIN PG-PROPYL SILANETRIOL, COCAMIDE MEA, LAURETH-10, GLYCERIN, PEG-8, PALMITOYL MYRISTYL SERINATE, PEG-8/SMDI COPOLYMER, SODIUM POLYACRYLATE, PARFUM/FRAGRANCE.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw87996510/images/hi-res/76246581_szampon_do_wlosow_zniszczonych_250_ml_1_3530258_MP_p.png?sw=600&sh=600&sm=fit;
Aveda Color Control;399;WATERAQUAEAU, AMMONIUM LAURYL SULFATE, BABASSUAMIDOPROPYL BETAINE, SODIUM HYDROXYPROPYLSULFONATE LAURYLGLUCOSIDE CROSSPOLYMER, PRUNUS ARMENIACA (APRICOT) KERNEL OIL, GLYCINE SOJA (SOYBEAN) OIL, GLYCOL STEARATE, GLYCERIN, SODIUM GLUCONATE, SODIUM CHLORIDE, CITRIC ACID, HYDROXYPROPYL GUAR HYDROXYPROPYLTRIMONIUM CHLORIDE, FRAGRANCE (PARFUM), LIMONENE, EUGENOL, AMYL CINNAMAL, HYDROXYCITRONELLAL, CITRONELLOL, GERANIOL, LINALOOL, SODIUM CITRATE, SODIUM PHYTATE, TOCOPHEROL, BENZOIC ACID, SODIUM BENZOATE, PHENOXYETHANOL, POTASSIUM SORBATE;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw9abca41a/images/hi-res/76280309_szampon_do_wlosow_farbowanych_1000_ml_1_2095539_MP_j.jpg?sw=600&sh=600&sm=fit;
Affinage Salon Professional System Blonde ;78.03;Aqua (Water), Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Betaine, Acrylates Copolymer, Glycol Distearate, Sodium Lauroyl Sarcosinate, Laureth-4, Citric Acid, Parfum (Fragrance), Phenoxyethanol, Ethylhexylglycerin, Triethanolamine, Acid Violet 43 (Ext. D&C Violet 2). Ethylhexyl Methoxycinnamate;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwe7689789/images/hi-res/63551450__szampon_do_wosow_blond_275_ml_MP_91486746_j.jpg?sw=600&sh=600&sm=fit;
Goldwell Dualsenses Color Extra Rich;168.51;Water, Sodium Laureth Sulfate, Sodium Lauroyl Sarcosinate, Cocamidopropyl Hydroxysultaine, Glycol Distearate, Sodium Lauroyl Glutamate, Sodium PCA, Glycoproteins, Ethylhexyl Methoxycinnamate, Tetrasodium Gklutamate Diacetate, Panthenol, Glycerin, Octyldodecyl PCA, Palmitamidopropyltrimonium Chloridem Propylene Glycol, Rubus Idaeus (Raspberry) Seed Oil, Salix Nigra (Willow) Bark Extract, Silicone, Cocamide MEA, Isostearamide MIPA, PPG-3 Myristyl Ether, Glyceryl Laurate, Phenyl Trimethicone, Helianthus Annuus (Sunflower) Seed Oil, Rosmarinus Officinalis (Rosemary) Leaf Extract, Citric Acid, Sodium Chloride, Sodium Hydroxide, Sodiumk Benzoate, Benzoic Acid, Fragrance, Red 33 (Cl 17200), BCC12-Base;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw10cc1ead/images/hi-res/43933272__szampon_do_wosow_farbowanych_1000_ml_MP_57182239_j.jpg?sw=600&sh=600&sm=fit;
Lowengrip Deep Cleansing;99;Aqua/Water, Disodi-um Laureth Sulfosuccinate, Sodium Lauryl Sulfoacetate, Cocamidopro-pyl Betaine, Sodium Lauroyl Methyl Isethionate, Glycol Distearate, Guar Hydroxypropyltrimonium Chloride, Glycerin, Tocopheryl Acetate, PEG-150 Pentaerythrityl Tetrastearate, PPG-2 Hydroxyethyl Cocamide, Lactic Acid, Sodium Chloride, Dehydroacetic Acid, Benzoic Acid, Phenoxyethanol, Geraniol, Linalool, Citral, Parfum/Fragrance.Listy składników dla produktów naszej marki są regularnie aktualizowane. Zapoznaj się z listą składników na opakowaniu produktu, gdzie zawsze znajduje się najbardziej aktualna lista składników, aby upewnić się, że jest ona dla Ciebie odpowiednia.;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw182593b8/images/hi-res/60646461_szampon_do_wlosow_detoksykujacy_100_ml_1_6666222_MP_p.png?sw=600&sh=600&sm=fit;
Fudge All Blonde Colour;77.89;Aqua (Water/ Eau), Sodium Lauroyl Methyl Isethionate, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Glycol Distearate, Lauryl Glucoside, PEG-120 Methyl Glucose Dioleate, Glycerin, Parfum (Fragrance), Phenoxyethanol, Sodium Chloride, Benzyl Alcohol, Sodium Lauroyl Sarcosinate, Disodium EDTA, Citric Acid, Polyquaternium-10, Pentylene Glycol, Hexyl Cinnamal, Sodium Benzoate, Limonene, Silicone Quaternium-22, Hydrolyzed Vegetable Protein PG-Propyl Silanetriol, Alpha-Isomethyl Ionone, Coumarin, Linalool, Dipropylene Glycol, Polyglyceryl-3 Caprate, Propylene Glycol, Citrus Limon (Lemon) Fruit Extract, Palmitamidopropyltrimonium Chloride, Potassium Sorbate, Sodium Hydroxide, Lactobacillus Ferment, CI 47005, CI 14700 (Red 4).;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dwbaeed261/images/hi-res/484434_szampon_do_wlosow_blond_250_ml_1_5893872_j.jpg?sw=600&sh=600&sm=fit;
MakeMyMask;135;Helianthus annuus (rodzina Asteraceae), Witaminy (E, K), kwas oleinowy, Prunus dulcis (rodzina Rosaceae), kwas linolowy, Olea europaea (rodzina Oleaceae), witamina E, woda, Glicerol, Dwusodowy kokoiloglutaminian, Dekilglukozyd, Kokamidopropyl betaina, Alkohol cetearylowy, Olej z owoców oliwki, Olej ze słodkich migdałów, Chlorek sodu, Proszek z glonów Chondrus Crispus, Kwas cytrynowy, Sól sodowa kwasu anisowego, Sól sodowa kwasu levulinowego, Guma ksantanowa, Benzenosól sodowa, Perfumy, Tokoferol, Sól sodowa fitanu, Geraniol, Limonen, Alkohol;https://www.hebe.pl/dw/image/v2/BDDS_PRD/on/demandware.static/-/Sites-PL_Master_Catalog/default/dw0c45ac65/images/hi-res/66453902_uzupelnienie_szamponu_pH5_naturalnego_do_wszystkich_rodzajow_wlosow_480_ml_1_4717641_MP_j.jpg?sw=600&sh=600&sm=fit;
